,pop_size,pop_scale,pop_type,pop_infected,n_days,location,variants,cum_infections,cum_deaths,cum_recoveries,rand_seed,avg_age,wild_beta,rel_beta,beta,rel_severe_prob,contacts
833,51633,20,hybrid,1000,216,Bangladesh,gamma,988128.2282054666,2660.0,985533.3786912649,283,30.22124,0.016,2.05,0.032799999999999996,1.0,3.4690000000000003
834,51633,20,hybrid,1000,216,Oman,alpha,1005414.2867340208,1580.0,1003830.0355303296,369,29.97325,0.016,1.67,0.02672,1.0,7.0169999999999995
835,51633,20,hybrid,1000,216,Gambia,alpha,980405.4053665495,1100.0,979258.7659580199,934,22.11992,0.016,1.67,0.02672,1.0,7.228999999999999
836,51633,20,hybrid,1000,216,Mozambique,beta,786908.8818088495,1010.6993205379072,785640.5083143063,557,22.364767,0.016,1.0,0.016,1.0,3.3659999999999997
837,51633,20,hybrid,1000,216,Gambia,alpha,982183.9780028984,1260.0,980998.013905329,335,22.36642,0.016,1.67,0.02672,1.0,7.228999999999999
838,51633,20,hybrid,1000,216,Oman,beta,953306.9040762974,1260.0,952270.6263679583,590,29.99508,0.016,1.0,0.016,1.0,7.0169999999999995
839,51633,20,hybrid,1000,216,Gambia,alpha,980551.7145791808,1180.0,979249.8222127043,362,22.215458,0.016,1.67,0.02672,1.0,7.228999999999999
840,51633,20,hybrid,1000,216,Oman,gamma,1014685.2159975794,1520.0,1013253.8373384828,692,30.0398,0.016,2.05,0.032799999999999996,1.0,7.0169999999999995
841,51633,20,hybrid,1000,216,Gambia,alpha,980700.9498498051,1080.0,979568.6601096198,895,22.087816,0.016,1.67,0.02672,1.0,7.228999999999999
842,51633,20,hybrid,1000,216,Mozambique,delta,961360.1469471054,1146.6504782543661,960276.6725075049,530,22.320677,0.016,2.2,0.0352,1.0,3.3659999999999997
843,51633,20,hybrid,1000,216,Bangladesh,delta,993183.5494495896,2640.0,990627.0802399954,547,30.166035,0.016,2.2,0.0352,1.0,3.4690000000000003
844,51633,20,hybrid,1000,216,Oman,gamma,1016736.4057516442,1200.0,1015475.6228897236,574,30.181648,0.016,2.05,0.032799999999999996,1.0,7.0169999999999995
845,51633,20,hybrid,1000,216,Mozambique,beta,783387.5775581576,1000.0,782332.0450908872,321,22.371815,0.016,1.0,0.016,1.0,3.3659999999999997
846,51633,20,hybrid,1000,216,Oman,gamma,1014741.0110860127,1420.0,1013421.5415400802,697,29.985338,0.016,2.05,0.032799999999999996,1.0,7.0169999999999995
847,51633,20,hybrid,1000,216,Mozambique,beta,775287.0509292437,1055.4070215745865,773815.4666831744,332,22.352764,0.016,1.0,0.016,1.0,3.3659999999999997
848,51633,20,hybrid,1000,216,Oman,gamma,1014415.595660748,1640.0,1012868.525459466,368,30.018246,0.016,2.05,0.032799999999999996,1.0,7.0169999999999995
849,51633,20,hybrid,1000,216,Gambia,alpha,979716.0858636945,1040.0,978423.4655474446,471,22.103708,0.016,1.67,0.02672,1.0,7.228999999999999
850,51633,20,hybrid,1000,216,Mozambique,beta,787772.5350122676,1195.4070215745865,786831.6449972959,64,22.329039,0.016,1.0,0.016,1.0,3.3659999999999997
851,51633,20,hybrid,1000,216,Bangladesh,delta,992807.4818818399,2640.0,990058.6092020562,116,30.244595,0.016,2.2,0.0352,1.0,3.4690000000000003
852,51633,20,hybrid,1000,216,Bangladesh,delta,993837.9041935054,2560.0,991208.7742612797,911,30.166319,0.016,2.2,0.0352,1.0,3.4690000000000003
853,51633,20,hybrid,1000,216,Gambia,alpha,980124.2684882162,880.0,979506.2637888512,47,22.291094,0.016,1.67,0.02672,1.0,7.228999999999999
854,51633,20,hybrid,1000,216,Bangladesh,delta,992173.9922073187,2580.0,989711.6562133873,79,30.23998,0.016,2.2,0.0352,1.0,3.4690000000000003
855,51633,20,hybrid,1000,216,Oman,gamma,1014142.7314193335,1365.4974171476456,1012974.5342259654,232,29.802643,0.016,2.05,0.032799999999999996,1.0,7.0169999999999995
856,51633,20,hybrid,1000,216,Oman,gamma,1015507.5142999697,1620.0,1014009.400967233,57,29.941463,0.016,2.05,0.032799999999999996,1.0,7.0169999999999995
857,51633,20,hybrid,1000,216,Gambia,beta,900013.6486592538,840.0,899278.5333117758,287,22.093908,0.016,1.0,0.016,1.0,7.228999999999999
858,51633,20,hybrid,1000,216,Mozambique,beta,783003.8569014019,923.5385051833958,782209.2077275293,79,22.319626,0.016,1.0,0.016,1.0,3.3659999999999997
859,51633,20,hybrid,1000,216,Bangladesh,beta,861518.5102689964,2040.0,859664.8840175108,462,30.13347,0.016,1.0,0.016,1.0,3.4690000000000003
860,51633,20,hybrid,1000,216,Oman,gamma,1014942.9388610707,1220.0,1013627.1827277084,633,29.932089,0.016,2.05,0.032799999999999996,1.0,7.0169999999999995
861,51633,20,hybrid,1000,216,Mozambique,delta,959623.0469617323,1080.0000000000002,958669.4479062454,401,22.229475,0.016,2.2,0.0352,1.0,3.3659999999999997
862,51633,20,hybrid,1000,216,Mozambique,beta,789661.2403410819,1400.0,788078.8439991127,816,22.358105,0.016,1.0,0.016,1.0,3.3659999999999997
863,51633,20,hybrid,1000,216,Gambia,alpha,981517.9957744458,1300.0,980158.3104067673,171,22.272299,0.016,1.67,0.02672,1.0,7.228999999999999
864,51633,20,hybrid,1000,216,Gambia,alpha,981598.5223199021,1220.0,980437.82922562,116,22.288383,0.016,1.67,0.02672,1.0,7.228999999999999
865,51633,20,hybrid,1000,216,Gambia,gamma,999394.8688738211,980.0,998569.7826403781,450,22.205078,0.016,2.05,0.032799999999999996,1.0,7.228999999999999
866,51633,20,hybrid,1000,216,Mozambique,beta,786886.6849964923,1120.0,785539.6482322149,8,22.292984,0.016,1.0,0.016,1.0,3.3659999999999997
867,51633,20,hybrid,1000,216,Gambia,alpha,982329.8473370223,1180.0000000000002,981167.4485826144,288,22.188028,0.016,1.67,0.02672,1.0,7.228999999999999
868,51633,20,hybrid,1000,216,Gambia,alpha,981711.8858072425,1060.0,980789.0484671176,636,22.2694,0.016,1.67,0.02672,1.0,7.228999999999999
869,51633,20,hybrid,1000,216,Mozambique,beta,790552.404811051,942.985984,789107.2164644133,420,22.309494,0.016,1.0,0.016,1.0,3.3659999999999997
870,51633,20,hybrid,1000,216,Gambia,alpha,979609.793535396,960.0,978906.5807946628,787,22.33068,0.016,1.67,0.02672,1.0,7.228999999999999
871,51633,20,hybrid,1000,216,Oman,gamma,1016520.8705420721,1500.0,1015129.0281694771,857,29.95357,0.016,2.05,0.032799999999999996,1.0,7.0169999999999995
